"period_end_date","2003-03","2003-06","2003-09","2003-12","2004-03","2004-06","2004-09","2004-12","2005-03","2005-06","2005-09","2005-12","2006-03","2006-06","2006-09","2006-12","2007-03","2007-06","2007-09","2007-12","2008-03","2008-06","2008-09","2008-12","2009-03","2009-06","2009-09","2009-12","2010-03","2010-06","2010-09","2010-12","2011-03","2011-06","2011-09","2011-12","2012-03","2012-06","2012-09","2012-12","2013-03","2013-06","2013-09","2013-12","2014-03","2014-06","2014-09","2014-12","2015-03","2015-06","2015-09","2015-12","2016-03","2016-06","2016-09","2016-12","2017-03","2017-06","2017-09","2017-12","2018-03","2018-06","2018-09","2018-12","2019-03","2019-06","2019-09","2019-12","2020-03","2020-06","2020-09","2020-12","2021-03","2021-06","2021-09","2021-12","2022-03","2022-06","2022-09"
"revenue","55.669","63.187","72.202","81.185","100.37","120.321","141.644","138.276","152.446","164.027","172.74","193","224.126","239.351","255.95","277.233","305.32","303.693","293.972","302.355","326.183","337.614","341.269","359.595","394.098","408.509","423.12","444.542","493.665","519.819","553.2190000000001","595.922","718.553","788.61","821.8390000000001","875.575","869.7910000000001","889.163","905.0890000000001","945.239","1023.961","1069.372","1105.999","1175.23","1270.089","1340.407","1409.432","1484.728","1573.129","1644.694","1738.355","1823.333","1957.736","2105.204","2290.188","2477.541","2636.635","2785.464","2984.859","3285.755","3700.856","3907.27","3999.374","4186.841","4520.992","4923.116","5244.905","5467.434","5767.691","6148.286","6435.637","6644.442","7163.282","7341.777","7483.467","7709.318","7867.767","7970.141","7925.589"
"cogs","30.007","35.241","38.648","44.464","56.627","69.788","71.601","133.696","111.121","117.849","115.649","121.156","148.265","150.579","158.793","169.348","194.972","196.693","194.453","200.05","222.805","230.087","224.496","232.846","259.268","269.243","275.274","275.486","307.162","314.934","344.469","390.79","438.151","489.978","536.617","575.155","623.933","643.428","662.638","722.059","736.952","760.674","798.9","820.677","869.186","914.848","954.394","1014.332","1046.401","1121.752","1173.958","1249.365","1369.54","1473.098","1532.844","1881.98","1657.024","1902.308","1992.98","2480.688","2300.579","2402.431","2531.128","2733.4","2870.614","3005.657","3097.919","3466.023","3599.701","3643.707","3867.751","4165.16","3868.511","4018.008","4206.589","5239.575","4284.705","4690.755","4788.665"
"gross_profit","25.662","27.946","33.554","36.721","43.743","50.533","70.04300000000001","4.58","41.325","46.178","57.091","71.84399999999999","75.861","88.77200000000001","97.157","107.885","110.348","107","99.51900000000001","102.305","103.378","107.527","116.773","126.749","134.83","139.266","147.846","169.056","186.503","204.885","208.75","205.132","280.402","298.632","285.222","300.42","245.858","245.735","242.451","223.18","287.009","308.698","307.099","354.553","400.903","425.559","455.038","470.396","526.728","522.942","564.397","573.968","588.196","632.106","757.3440000000001","595.561","979.611","883.1559999999999","991.879","805.067","1400.277","1504.839","1468.246","1453.441","1650.378","1917.459","2146.986","2001.411","2167.99","2504.579","2567.886","2479.282","3294.771","3323.769","3276.878","2469.743","3583.062","3279.386","3136.924"
"sga","26.39","20.975","25.96","30.348","45.054","42.264","43.648","-4.836","42.542","33.192","43.004","60.615","61.26","53.804","69.315","77.3","84.32599999999999","59.102","62.061","65.32299999999999","68.634","53.403","60.959","66.379","75.256","59.483","70.099","84.239","90.759","89.68000000000001","97.14100000000001","80.72","127.257","125.653","118.9","157.765","164.992","148.034","143.795","121.403","163.212","158.455","154.439","174.137","192.998","180.777","223.678","279.474","286.166","293.046","318.994","333.215","335.235","354.436","435.209","288.302","465.561","488.266","528.016","385.481","671.389","743.5309999999999","678.958","905.885","818.53","827.807","786.971","1133.523","755.917","711.606","799.221","1038.104","809.708","938.818","957.7380000000001","1190.503","953.9059999999999","984.2569999999999","941.167"
"rnd","4.183","4.123","4.738","4.84","5.039","5.652","7.997","7.287","8.566000000000001","8.648","8.955","9.218999999999999","11.206","12.043","11.929","13.201","15.715","18.907","18.216","18.557","20.267","22.186","23.368","24.052","24.2","27.119","30.014","33.209","37.399","37.863","42.108","45.959","50.905","57.865","69.48","80.783","82.801","81.547","82.521","82.139","91.97499999999999","93.126","95.54000000000001","98.128","110.31","115.182","120.953","125.876","143.106","155.061","171.762","180.859","203.508","207.3","216.099","153.325","257.108","267.083","255.236","174.283","282.31","299.095","308.62","331.789","372.764","383.233","379.776","409.376","453.817","435.045","453.802","486.936","525.207","537.321","563.8869999999999","647.47","657.53","716.846","662.739"
"special_charges","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_opex","","","","","","","","-2.56","","-0.116","-0.388","-0.788","-1.387","-0.5629999999999999","-1.142","-1.304","-0.908","-9.282","-2.31","-1.696","","-2.263","-1.628","-1.603","","-0.118","-1.604","2.819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"total_opex","30.573","25.098","30.698","35.188","50.093","47.916","51.645","-0.109","51.108","41.724","51.571","69.04600000000001","71.07899999999999","65.28400000000001","80.102","89.197","99.133","68.727","77.967","82.184","88.901","73.32599999999999","82.699","88.828","99.456","86.48399999999999","98.509","120.267","128.158","127.543","139.249","126.679","178.162","183.518","188.38","238.548","247.793","229.581","226.316","203.542","255.187","251.581","249.979","272.265","303.308","295.959","344.631","405.35","429.272","448.107","490.756","514.074","538.7430000000001","561.736","651.308","441.627","722.669","755.349","783.252","559.764","953.699","1042.626","987.578","1237.674","1191.294","1211.04","1166.747","1542.899","1209.734","1146.651","1253.023","1525.04","1334.915","1476.139","1521.625","1837.973","1611.436","1701.103","1603.906"
"operating_income","-4.911","2.848","2.856","1.533","-6.35","2.617","18.398","4.689","-9.782999999999999","4.454","5.52","2.798","4.782","23.488","17.055","18.688","11.215","38.273","21.552","20.121","14.477","34.201","34.074","37.921","35.374","52.782","49.337","48.789","58.345","77.342","69.501","78.453","102.24","115.114","96.842","61.872","-1.935","16.154","16.135","19.638","31.822","57.117","57.12","82.288","97.595","129.6","110.407","65.04600000000001","97.456","74.83499999999999","73.64100000000001","59.894","49.453","70.37","106.036","153.934","256.942","127.807","208.627","245.303","446.578","462.213","480.668","215.767","459.084","706.419","980.239","458.512","958.256","1357.928","1314.863","954.242","1959.856","1847.63","1755.253","631.77","1971.626","1578.283","1533.018"
"net_interest_income_normal","","","","","","","","","","","","","","","","","","","","","7.237","","0.859","0.175","0.9399999999999999","0.192","1.134","-2.013","-3.987","-3.972","-4.092","-3.894","-4","-4.29","-3.219","-5.037","-5.09","-5.499","-4.189","-4.734","-5.763","-10.468","-7.629","-8.284000000000001","-8.651","-12.228","-12.87","-19.53","-59.03","-34.345","-31.403","-39.163","-9.574","-19.138","-26.909","-63.665","-33.15","-113.845","-92.39","-113.973","-146.962","-33.577","-101.858","-96.371","-59.425","-205.503","32.084","-309.179","-162.386","-322.326","-453.403","-447.825","74.646","-253.841","-94.294","-80.917","8.066000000000001","44.771","88.82899999999999"
"other_nonoperating_income","4.911","-2.848","-2.856","-1.533","6.35","-2.617","0.527","1.061","1.013","1.243","1.478","1.612","2.452","4.102","4.687","5.064","5.35","4.972","5.089","4.929","0.833","1.723","","","1.097","","","4.56","","","","","","","","","","","","","-25.129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pretax_income","","","","","","","18.925","5.75","-8.77","5.697","6.998","4.41","7.234","27.59","21.742","23.752","16.565","43.245","26.641","25.05","22.547","35.924","34.933","38.096","37.411","52.974","50.471","51.336","54.358","73.37","65.40900000000001","74.559","98.23999999999999","110.824","93.623","56.835","-7.025","10.655","11.946","14.904","0.93","46.649","49.491","74.004","88.944","117.372","97.53700000000001","45.516","38.426","40.49","42.238","20.731","39.879","51.232","79.127","90.26900000000001","223.792","13.962","116.237","131.33","299.616","428.636","378.81","119.396","399.659","500.916","1012.323","149.333","795.87","1035.602","861.46","506.417","2034.502","1593.789","1660.959","550.853","1979.692","1623.054","1621.847"
"income_tax","","","","","","","","","-0.044","-0.013","-0.052","33.801","-2.83","-10.553","-8.961","-8.891999999999999","-6.701","-17.665","-10.909","-9.273999999999999","-9.202999999999999","-9.345000000000001","-14.562","-15.364","-15.048","-20.531","-20.33","-20.423","-22.086","-29.851","-27.442","-27.464","-38.007","-42.61","-31.163","-21.616","2.441","-4.491","-4.271","-7.007","1.759","-17.178","-17.669","-25.583","-35.829","-46.354","-38.242","37.855","-14.73","-14.155","-12.806","22.447","-12.221","-10.477","-27.61","-23.521","-45.57","51.638","13.353","54.187","-9.492000000000001","-44.287","24.025","14.538","-55.607","-230.266","-347.079","437.637","-86.803","-315.406","-71.48399999999999","35.739","-327.787","-240.776","-211.888","56.576","-382.245","-182.103","-223.605"
"net_income_continuing","","","","","","","18.925","5.75","-8.814","5.684","6.946","38.211","4.404","17.037","12.781","14.86","9.864000000000001","25.58","15.732","15.776","13.344","26.579","20.371","22.732","22.363","32.443","30.141","30.913","32.272","43.519","37.967","47.095","60.233","68.214","62.46","35.219","-4.584","6.164","7.675","7.897","2.689","29.471","31.822","48.421","53.115","71.018","59.295","83.371","23.696","26.335","29.432","43.178","27.658","40.755","51.517","66.748","178.222","65.59999999999999","129.59","185.517","290.124","384.349","402.835","133.934","344.052","270.65","665.244","586.97","709.067","720.196","789.976","542.1559999999999","1706.715","1353.013","1449.071","607.429","1597.447","1440.951","1398.242"
"net_income_discontinued","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"income_allocated_to_minority_interest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_income_statement_items","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"net_income","-4.521","3.313","3.303","2.271","-5.79","2.891","18.925","5.569","-8.814","5.684","6.946","38.211","4.404","17.037","12.781","14.86","9.864000000000001","25.494","15.732","15.776","13.344","26.579","20.371","22.732","22.363","32.443","30.141","30.913","32.272","43.519","37.967","47.095","60.233","68.214","62.46","35.219","-4.584","6.164","7.675","7.897","2.689","29.471","31.822","48.421","53.115","71.018","59.295","83.371","23.696","26.335","29.432","43.178","27.658","40.755","51.517","66.748","178.222","65.59999999999999","129.59","185.517","290.124","384.349","402.835","133.934","344.052","270.65","665.244","586.97","709.067","720.196","789.976","542.1559999999999","1706.715","1353.013","1449.071","607.429","1597.447","1440.951","1398.242"
"preferred_dividends","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"net_income_available_to_shareholders","-4.521","3.313","3.303","2.271","-5.79","2.891","18.925","5.569","-8.814","5.684","6.946","38.211","4.404","17.037","12.781","14.86","9.864000000000001","25.494","15.732","15.776","13.344","26.579","20.371","22.732","22.363","32.443","30.141","30.913","32.272","43.519","37.967","47.095","60.233","68.214","62.46","35.219","-4.584","6.164","7.675","7.897","2.689","29.471","31.822","48.421","53.115","71.018","59.295","83.371","23.696","26.335","29.432","43.178","27.658","40.755","51.517","66.748","178.222","65.59999999999999","129.59","185.517","290.124","384.349","402.835","133.934","344.052","270.65","665.244","586.97","709.067","720.196","789.976","542.1559999999999","1706.715","1353.013","1449.071","607.429","1597.447","1440.951","1398.242"
"eps_basic","-0.01","0.01","0.01","0.01","-0.02","0.01","0.05","0.02","-0.02","0.02","0.02","0.1","0.01","0.04","0.03","0.03","0.02","0.05","0.03","0.03","0.03","0.06","0.05","0.05","0.05","0.08","0.08","0.08","0.09","0.12","0.1","0.13","0.16","0.19","0.17","0.11","-0.01","0.02","0.02","0.02","0.01","0.07000000000000001","0.08","0.12","0.13","0.17","0.14","0.2","0.06","0.06","0.07000000000000001","0.1","0.06","0.1","0.12","0.16","0.41","0.15","0.3","0.43","0.67","0.88","0.92","0.31","0.79","0.62","1.52","1.34","1.61","1.63","1.79","1.23","3.85","3.05","3.27","1.37","3.6","3.24","3.14"
"eps_diluted","-0.01","0.01","0.01","0.01","-0.02","0.01","0.04","0.01","-0.02","0.01","0.02","0.08","0.01","0.04","0.03","0.03","0.02","0.05","0.03","0.03","0.03","0.06","0.05","0.05","0.05","0.08","0.07000000000000001","0.08","0.08","0.11","0.1","0.12","0.16","0.18","0.17","0.1","-0.01","0.02","0.02","0.02","0.01","0.07000000000000001","0.07000000000000001","0.11","0.12","0.16","0.14","0.19","0.05","0.06","0.07000000000000001","0.1","0.06","0.09","0.12","0.15","0.4","0.15","0.29","0.41","0.64","0.85","0.89","0.3","0.76","0.6","1.47","1.3","1.57","1.59","1.74","1.19","3.75","2.97","3.19","1.33","3.53","3.2","3.1"
"shares_basic","318.318","331.072","337.204","355.946","358.974","363.286","365.477","367.906","369.712","372.33","375.851","380.807","386.491","408.681","476.567","479.43","480.851","476.217","465.283","455.945","439.432","432.474","422.856","412.237","411.138","405.104","393.022","374.584","370.377","367.402","364.994","368.102","369.313","367.29","367.983","375.137","388.192","388.682","388.787","388.92","391.804","407.344","413.756","416.391","418.719","419.974","421.194","422.26","423.624","425.34","426.869","427.689","428.117","428.483","428.937","429.746","430.6","431.396","432.404","433.121","434.174","435.097","435.809","436.397","436.947","437.587","438.09","438.555","439.352","440.569","441.526","442.23","443.224","443.159","442.778","443.464","444.146","444.557","444.878"
"shares_diluted","318.318","431.368","440.44","355.946","358.974","454.825","451.143","451.227","369.712","452.144","462.084","471.016","465.192","484.225","492.415","492.954","494.704","489.237","476.63","468.496","453.88","446.999","435.904","422.59","424.963","417.62","405.566","387.681","383.425","380.268","377.517","379.351","379.722","377.363","377.09","388.164","388.192","411.663","411.103","413.903","421.022","424.13","426.93","429.17","430.836","431.441","432.742","432.527","433.809","436.097","437.606","438.277","437.993","438.154","438.389","440.068","445.458","446.262","447.362","448.155","450.359","451.552","451.919","451.127","451.922","452.195","451.552","451.372","452.494","453.945","455.088","455.294","455.641","455.129","454.925","455.798","452.984","450.169","450.344"
"cash_and_equiv","66.02800000000001","71.229","79.17","89.89400000000001","100.188","153.444","167.814","174.461","165.822","170.972","181.886","212.256","227.765","341.702","368.741","400.43","218.458","184.182","179.804","177.439","168.989","144.289","111.524","139.881","115.131","87.471","55.717","134.224","79.861","107.327","","194.499","150.419","175.207","159.199","508.053","395.992","402.251","370.298","290.291","418.051","370.678","439.056","604.965","1157.45","1214.244","1183.217","1113.608","2454.777","2293.872","2115.437","1809.33","1605.244","1390.925","969.158","1467.576","1077.824","1918.777","1746.469","2822.795","2593.666","3906.357","3067.534","3794.483","3348.557","5004.247","4435.018","5018.437","5151.884","7153.248","8392.391","8205.549999999999","8403.705","7777.53","7526.681","6027.804","6008.946","5819.449","6113.733"
"st_investments","44.304","45.096","45.237","45.297","46.014","","","","","","","","","","","","169.525","193.77","206.377","207.703","126.506","169.175","139.304","157.39","171.358","167.498","99.745","186.018","186.469","171.758","","155.888","192.302","201.2","206.573","289.758","408.534","411.092","428.057","457.787","607.821","709.432","695.931","595.4400000000001","510.793","500.121","483.602","494.888","502.931","502.886","494.205","501.385","467.227","443.303","374.098","266.206","263.405","246.125","","","","","","","","","","","","","","","","","","","","",""
"receivables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569.633","432.955","492.034","466.168","454.399","1081.547","565.668","604.789","610.819","807.0359999999999","775.222","782.35","804.3200000000001","824.65","765.386","875.042"
"inventories","","","","","","","","","","","","","","","","","","","","","","","","18.691","33.299","","32.937","","55.566","93.123","","","265.933","499.434","705.398","","1155.443","1223.638","1335.769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_current_assets","2.862","3.26","3.195","3.755","2.756","5.277","8.755000000000001","12.885","8.214","11.433","10.032","31.435","27.555","28.388","26.353","27.988","38.29","32.618","32.137","31.39","30.667","45.69","50.547","42.963","45.092","87.595","46.563","90.771","57.642","69.01000000000001","","286.844","112.948","93.60299999999999","118.943","1033.046","98.77200000000001","100.804","90.89400000000001","1492.713","1531.228","1490.212","1714.291","1858.358","1918.541","1954.015","2156.663","2318.557","2581.348","2803.752","2960.071","3121.125","3471.365","3552.69","3850.637","3986.509","4319.101","4535.883","4638.879","4847.179","5223.91","5440.532","5662.447","5330.019","387.395","380.876","426.572","705.668","214.35","845.223","829.3","945.211","896.7670000000001","1051.524","1106.756","1237.701","1264.419","1255.943","1828.128"
"total_current_assets","113.194","119.585","127.602","138.946","148.958","158.721","176.569","187.346","174.036","182.405","191.918","243.691","255.32","370.09","395.094","428.418","426.273","410.57","418.318","416.532","326.162","359.154","301.375","358.925","364.88","342.564","234.962","411.013","379.538","441.218","","637.231","721.602","969.444","1190.113","1830.857","2058.741","2137.785","2225.018","2240.791","2557.1","2570.322","2849.278","3058.763","3586.784","3668.38","3823.482","3927.053","5539.056","5600.51","5569.713","5431.84","5543.836","5386.918","5193.893","5720.291","5660.33","6700.785","6385.348","7669.974","7817.576","9346.888999999999","8729.981","9694.135","4168.907","5877.157","5327.758","6178.504","6447.781","8564.138999999999","9826.48","9761.58","10107.508","9604.276","9415.787","8069.825","8098.015","7840.778","8816.903"
"equity_and_other_investments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ppe_gross","85.935","104.2","118.089","29.325","29.881","30.606","33.202","42.205","47.112","50.887","53.892","72.623","72.498","131.049","75.574","100.846","109.795","112.698","116.959","143.557","153.228","337.66","218.291","223.786","231.441","120.346","122.119","265.947","270.977","276.304","","265.149","276.51","288.141","305.345","306.038","306.284","310.298","329.833","336.037","337.751","347.704","344.419","357.196","368.104","386.805","396.554","414.691","423.055","453.169","472.305","470.758","471.501","474.209","505.958","544.604","566.683","615.881","644.222","641.218","679.798","689.942","727.115","786.8","805.395","837.511","884.596","981.226","1087.011","1212.147","1302.303","1454.973","1535.963","1660.402","1813.485","1939.759","2073.895","2026.816","2082.776"
"accumulated_depreciation","-71.34699999999999","-80.739","-93.062","-19.553","-19.553","-19.553","-19.553","-23.477","-23.477","-23.477","-23.477","-32.41","-32.41","-32.41","-32.41","-45.343","-45.343","-45.343","-45.343","-66.23099999999999","-66.23099999999999","-81.179","-89.75","-98.83799999999999","-107.624","","","-134.294","-143.812","-153.012","","-136.579","-141.71","-151.193","-161.352","-169.685","-178.087","-185.654","-196.23","-204.356","-208.432","-219.773","-217.156","-223.591","-234.631","-245.09","-252.407","-264.816","-277.239","-281.773","-291.037","-297.346","-305.247","-311.345","-314.082","-294.209","-291.6","-306.05","-321.801","-321.814","-337.866","-340.296","-355.963","-368.519","-371.023","-385.112","-402.604","-416.005","-436.556","-460.206","-474.185","-494.79","-520.544","-552.965","-593.371","-616.306","-690.1319999999999","-664.896","-710.022"
"ppe_net","14.588","23.461","25.027","9.772","10.328","11.053","13.649","18.728","23.635","27.41","30.415","40.213","40.088","98.639","43.164","55.503","64.452","67.355","71.616","77.32599999999999","86.997","256.481","128.541","124.948","123.817","120.346","122.119","131.653","127.165","123.292","","128.57","134.8","136.948","143.993","136.353","128.197","124.644","133.603","131.681","129.319","127.931","127.263","133.605","133.473","141.715","144.147","149.875","145.816","171.396","181.268","173.412","166.254","162.864","191.876","250.395","275.083","309.831","322.421","319.404","341.932","349.646","371.152","418.281","434.372","452.399","481.992","565.221","650.455","751.941","828.1180000000001","960.183","1015.419","1107.437","1220.114","1323.453","1383.763","1361.92","1372.754"
"intangible_assets","5.285","4.477","3.704","2.948","2.322","1.868","1.415","0.961","0.507","0.127","0.469","57.489","74.44","1.019","93.00700000000001","104.908","114.137","113.902","114.254","132.455","145.361","","122.558","98.547","","100.316","104.539","","","94.666","","","","425.246","570.21","1046.934","","","1366.566","1506.008","1576.674","1682.202","1808.387","2091.071","2179.474","2348.796","2631.882","2773.326","3312.353","3640.767","3891.79","4312.817","5260.16","5742.938","6677.674","7274.501","8029.112","9078.474","9739.704","10371.055","11314.803","12292.07","13408.443","14951.141","20888.785","21945.74","23234.994","24504.567","25266.889","25155.117","25067.633","25383.95","26043.991","27291.64","28974.045","30919.539","31191.92","32533.199","32777.34"
"goodwill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_lt_assets","2.562","2.542","2.531","24.346","29.625","32.551","44.004","44.758","55.404","58.786","55.5","23.288","23.097","42.964","19.329","19.95","20.248","20.473","20.009","57.179","27.158","30.388","30.525","33.004","139.981","28.767","30.511","137.068","141.59","34.796","","216.266","233.786","39.055","57.242","55.052","1293.521","1215.861","83.646","89.409999999999","100.196","100.296","116.397","129.124","148.375","166.931","178.818","192.246","243.401","242.188","273.496","284.802","292.024","300.787","283.895","341.423","394.571","428.133","504.067","652.309","678.486","674.932","856.653","910.843","1726.568","1896.043","1896.967","2727.42","2694.785","2704.084","2900.312","3174.646","2956.096","2967.616","3129.911","4271.846","4657.206","4615.038","4595.19"
"total_assets","135.629","150.065","158.864","176.012","191.233","204.193","235.637","251.793","253.582","268.728","278.302","364.681","392.945","512.712","550.5940000000001","608.779","625.11","612.3","624.197","683.492","585.678","646.023","582.999","615.424","628.678","591.9930000000001","492.131","679.734","648.293","693.972","","982.067","1090.188","1570.693","1961.558","3069.196","3480.459","3478.29","3808.833","3967.89","4363.289","4480.751","4901.325","5412.563","6048.106","6325.822","6778.329","7042.5","9240.626","9654.861000000001","9916.267","10202.871","11262.274","11593.507","12347.338","13586.61","14359.096","16517.223","16951.54","19012.742","20152.797","22663.537","23366.229","25974.4","27218.632","30171.339","30941.711","33975.712","35059.91","37175.281","38622.543","39280.359","40123.014","40970.969","42739.857","44584.663","45330.904","46350.935","47562.187"
"accounts_payable","22.218","28.009","28.459","32.654","43.183","42.552","47.668","49.775","52.632","56.211","43.951","63.491","77.996","70.785","81.968","93.864","93.959","70.75700000000001","89.494","104.445","114.568","109","109.277","100.344","112.767","101.634","93.45099999999999","92.542","102.703","120.031","","222.824","301.009","533.436","750.107","86.992","83.119","90.961","91.511","86.468","102.822","103.441","100.899","108.435","133.883","137.226","150.374","201.581","190.567","211.729","209.365","253.491","231.914","240.458","285.753","312.842","294.831","273.398","301.443","359.555","436.183","448.219","441.427","562.985","439.496","442.194","444.129","674.347","545.4880000000001","446.668","541.298","656.183","532.942","622.931","643.059","837.4829999999999","617.202","504.278","560.1559999999999"
"tax_payable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"current_accrued_liabilities","9.525","10.294","10.954","11.625","12.461","13.852","15.84","13.131","15.681","13.702","20.404","25.563","28.312","25.513","30.639","29.905","33.528","35.754","42.017","36.466","44.021","27.462","31.625","31.394","32.108","27.782","29.606","26.96","38.718","34.746","","24.058","44.123","44.137","54.671","54.231","49.106","50.884","70.681","53.139","52.004","59.035","46.433","54.018","54.858","98.548","70.559","69.746","107.323","150.406","179.35","140.389","181.634","172.073","201.232","197.632","296.258","248.871","331.723","315.094","429.431","392.595","527.079","481.874","746.268","750.812","1037.723","843.043","1061.09","986.595","1259.124","1102.196","1291.812","1125.591","1413.12","1449.351","1817.117","1596.035","1803.555"
"st_debt","0.9399999999999999","0.835","0.371","0.416","0.36","0.253","0.164","0.068","","","","","","","","","","","","0.823","","1.029","1.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","498.809","499.161","499.517","499.878","698.788","699.128","699.473","699.823","","",""
"current_deferred_revenue","11.227","12.394","13.771","18.324","21.496","25.251","26.658","31.936","32.463","33.497","34.4","48.533","47.925","49.029","49.875","69.678","64.23399999999999","60.522","56.321","71.66500000000001","68.375","67.886","65.89700000000001","83.127","80.623","80.495","79.123","100.097","100.109","101.419","","127.183","143.045","146.937","160.929","148.796","150.602","152.79","155.146","169.472","178.878","186.571","195.823","215.767","230.015","241.33","252.956","274.586","285.34","301.754","329.739","346.721","374.223","396.976","427.206","443.472","458.693","505.302","535.425","618.622","673.8920000000001","697.74","716.723","760.899","808.692","892.777","915.506","924.745","986.753","1029.261","1040.202","1117.992","1140.271","1187.364","1182.632","1209.342","1239.048","1224.743","1176.323"
"current_deferred_tax_liability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"other_current_liabilities","","","","-7.105427357601E-15","","","","","-1.4210854715202E-14","","","","","","","","","","","","","2.8421709430404E-14","","","-2.8421709430404E-14","","","6.427","","-5.6843418860808E-14","","12.431","","-1.1368683772162E-13","","935.0359999999999","1163.839","1204.209","1280.885","1366.847","1355.01","1321.217","1591.981","1775.983","1844.897","1858.02","2074.766","2117.241","2425.619","2556.18","2622.964","2789.023","3145.861","3242.33","3497.214","3632.711","3861.447","4095.374","4142.086","4173.041","4466.081","4541.087","4613.011","4681.562","4863.351","4848.201","4860.542","4413.561","4761.585","4664.733","4599.654","4429.536","4297.957","4197.874","4110.962","4292.967","4066.289","4174.966","4225.89"
"total_current_liabilities","43.91","51.532","53.555","63.019","77.5","81.908","90.33","94.91","100.776","103.41","98.755","137.587","154.233","145.327","162.482","193.447","191.721","167.033","187.832","213.399","226.964","205.377","207.889","216.017","226.713","211.186","203.522","227.436","243.447","258.167","","388.579","490.318","726.7089999999999","967.966","1225.055","1446.666","1498.844","1598.223","1675.926","1688.714","1670.264","1935.136","2154.203","2263.653","2335.124","2548.655","2663.154","3008.849","3220.069","3341.418","3529.624","3933.632","4051.837","4411.405","4586.657","4911.229","5122.945","5310.677","5466.312","6005.587","6079.641","6298.24","6487.32","6857.807","6933.984","7257.9","6855.696","7853.725","7626.418","7939.795","7805.785","7961.77","7832.888","8049.246","8488.966","7739.656","7500.022","7765.924"
"lt_debt","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","200","200","","200","200","200","200","400","400","400","400","400","700","500","500","500","900","900","900","885.849","2400","2400","2400","2371.362","2372.218","2373.085","2373.966","3364.311","3365.431","4836.502","4888.783","6499.432","6542.373","8342.066999999999","8336.585999999999","10360.058","10305.023","12594.135","12425.746","14759.26","14170.692","15294.998","15547.616","15809.095","14860.552","14926.889","14793.691","14693.072","14534.561","14233.303","13888.117"
"noncurrent_capital_leases","0.376","0.256","0.185","0.044","","","","","","","","","","","","","","","","35.652","","38.582","38.287","37.988","37.656","37.301","36.94","36.572","35.704","35.185","","","33.564","32.986","32.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pension_liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"noncurrent_deferred_revenue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
