revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
9789.0,4378.0,1258.0,1137.0,1137.0,1746.7,1746.7,4249.0,15134.0,8891.0,4454.0,2509.0,22536.0,6040.0,12724.0,9812.0,22536.0,1137.0,2270.0,-297.0,1458.0,-297.0,1973.0,9812.0,9373.0,0.45,2.3,1601.0,2018-05
9948.0,4397.0,1334.0,1092.0,1092.0,1594.0,1634.4,3282.0,15501.0,4487.0,4487.0,2057.0,22483.0,6708.0,13491.0,8992.0,22483.0,1092.0,1301.0,-343.0,1515.0,-343.0,958.0,8992.0,8554.0,0.44,2.5,1589.0,2018-08
9374.0,4105.0,963.0,847.0,847.0,1581.4,1620.7,3423.0,15566.0,4588.0,4588.0,2085.0,22677.0,7278.0,13948.0,8729.0,22677.0,847.0,1524.0,-287.0,1141.0,-287.0,1237.0,8729.0,8291.0,0.44,2.6,1577.0,2018-11
9611.0,4339.0,1248.0,1101.0,1101.0,1572.8,1609.6,3695.0,15796.0,4688.0,4688.0,2000.0,22921.0,7281.0,13960.0,8961.0,22921.0,1101.0,1068.0,-216.0,1425.0,-216.0,852.0,8961.0,8524.0,0.45,2.56,1573.0,2019-02
10184.0,4633.0,1227.0,989.0,989.0,1570.4,1609.1,4466.0,16525.0,9469.0,4744.0,2011.0,23717.0,7866.0,14677.0,9040.0,23717.0,989.0,2010.0,-273.0,1411.0,-273.0,1737.0,9040.0,8603.0,0.45,2.62,1568.0,2019-05
10660.0,4871.0,1543.0,1367.0,1367.0,1562.4,1597.5,3446.0,16228.0,7447.0,7447.0,2071.0,26249.0,8070.0,17049.0,9200.0,26249.0,1367.0,394.0,-284.0,1718.0,-284.0,110.0,9200.0,8697.0,0.46,2.85,1560.0,2019-08
10326.0,4544.0,1220.0,1115.0,1115.0,1560.6,1594.4,3070.0,16369.0,7550.0,7550.0,2182.0,26602.0,8264.0,17251.0,9351.0,26602.0,1115.0,912.0,-238.0,1407.0,-238.0,674.0,9351.0,8850.0,0.44,2.84,1559.0,2019-11
10104.0,4473.0,1190.0,847.0,847.0,1556.3,1591.6,2863.0,15744.0,7690.0,7690.0,2288.0,26220.0,8280.0,17175.0,9045.0,26220.0,847.0,1180.0,-275.0,1724.0,-275.0,905.0,9045.0,8547.0,0.44,2.9,1555.0,2020-02
6313.0,2353.0,-838.0,-790.0,-790.0,1555.8,1582.6,8348.0,20556.0,12758.0,7963.0,2326.0,31342.0,8284.0,23287.0,8055.0,31342.0,-790.0,-1.0,-289.0,-615.0,-289.0,-290.0,8055.0,7558.0,0.37,3.89,1558.0,2020-05
10594.0,4741.0,1766.0,1518.0,1518.0,1561.8,1593.3,8148.0,21937.0,8127.0,8127.0,2699.0,33258.0,8619.0,24034.0,9224.0,33258.0,1518.0,882.0,-176.0,1983.0,-176.0,706.0,9224.0,8729.0,0.45,3.61,1565.0,2020-08
11243.0,4847.0,1580.0,1251.0,1251.0,1573.0,1609.5,8635.0,23607.0,8045.0,8045.0,2691.0,34836.0,8871.0,24196.0,10640.0,34836.0,1251.0,2473.0,-168.0,1827.0,-168.0,2305.0,10640.0,10147.0,0.43,3.27,1575.0,2020-11
10357.0,4719.0,1678.0,1449.0,1449.0,1578.0,1616.9,8516.0,24700.0,8107.0,8107.0,2865.0,36185.0,8894.0,24254.0,11931.0,36185.0,1449.0,1290.0,-177.0,1790.0,-177.0,1113.0,11931.0,11418.0,0.46,3.03,1579.0,2021-02
12344.0,5655.0,1913.0,1509.0,1509.0,1579.3,1615.7,9889.0,26291.0,13174.0,8017.0,2921.0,37740.0,9674.0,24973.0,12767.0,37740.0,1509.0,2012.0,-174.0,2134.0,-174.0,1838.0,12767.0,12256.0,0.46,2.96,1578.0,2021-05
12248.0,5696.0,2124.0,1874.0,1874.0,1581.9,1619.6,10720.0,26390.0,7947.0,7947.0,3071.0,37917.0,8269.0,23574.0,14343.0,37917.0,1874.0,1111.0,-184.0,2292.0,-184.0,927.0,14343.0,13834.0,0.47,2.64,1583.0,2021-08
11357.0,5213.0,1454.0,1337.0,1337.0,1582.4,1617.4,10751.0,27177.0,7829.0,7829.0,3404.0,38917.0,8857.0,23993.0,14924.0,38917.0,1337.0,2757.0,-178.0,1647.0,-178.0,2579.0,14924.0,14417.0,0.46,2.61,1583.0,2021-11
10871.0,5067.0,1629.0,1396.0,1396.0,1579.0,1610.7,8704.0,26962.0,7765.0,7765.0,3275.0,38577.0,8818.0,23768.0,14809.0,38577.0,1396.0,169.0,-154.0,1812.0,-154.0,15.0,14809.0,14234.0,0.47,2.6,1576.0,2022-02
12234.0,5503.0,1468.0,1439.0,1439.0,1571.9,1595.8,8574.0,28213.0,13023.0,7717.0,3821.0,40321.0,10730.0,25040.0,15281.0,40321.0,1439.0,1151.0,-242.0,1764.0,-242.0,909.0,15281.0,14711.0,0.45,2.64,1571.0,2022-05
12687.0,5615.0,1695.0,1468.0,1468.0,1567.1,1585.8,7226.0,28877.0,7658.0,7658.0,3988.0,41088.0,10919.0,25266.0,15822.0,41088.0,1468.0,357.0,-264.0,1855.0,-264.0,93.0,15822.0,15257.0,0.44,2.6,1568.56,2022-08
