revenue,gross_profit,operating_income,net_income,net_income_available_to_shareholders,shares_basic,shares_diluted,cash_and_equiv,total_current_assets,ppe_gross,ppe_net,other_lt_assets,total_assets,total_current_liabilities,total_liabilities,total_equity,total_liabilities_and_equity,cfo_net_income,cf_cfo,cfi_ppe_net,ebitda,capex,fcf,book_value,tangible_book_value,gross_margin,assets_to_equity,shares_eop,period_end_date
6305.9,1739.8,838.4,663.2,663.2,1239.2,1250.7,2055.1,4952.3,13667.2,6135.5,1471.1,17641.9,5273.4,22677.1,-5035.2,17641.9,658.6,390.4,-414.2,1211.1,-414.2,-23.8,-5035.2,-9557.0,0.28,-3.5,1210.0,2019-03
6823.0,1980.2,1083.0,1372.8,1372.8,1211.0,1223.0,4763.3,7734.8,13855.0,6187.8,1991.0,20894.4,5895.8,25213.4,-4319.0,20894.4,1373.2,1169.4,-435.1,1443.1,-435.1,734.3,-4319.0,-8736.9,0.29,-4.84,1206.5,2019-06
6747.0,1898.1,1003.3,802.8,802.8,1192.4,1205.6,2686.6,5653.9,14273.5,6431.7,2245.4,19219.6,6168.7,25450.6,-6231.0,19219.6,802.4,1108.2,-525.9,1369.0,-525.9,582.3,-6231.0,-10503.6,0.28,-3.08,1184.6,2019-09
7097.1,2039.2,1152.2,885.7,885.7,1180.4,1191.0,3040.5,5899.7,22782.5,14749.4,2216.1,27731.3,8675.5,34490.4,-6759.1,27731.3,885.3,1836.1,-394.3,1521.4,-394.3,1441.8,-6759.1,-11014.1,0.29,-4.1,1174.5,2019-12
5995.7,1276.6,418.8,328.4,328.4,1171.8,1180.7,2572.3,5749.9,22841.9,14647.8,2289.8,27478.9,8265.8,35011.8,-7532.9,27478.9,324.8,-1361.3,-364.0,796.5,-364.0,-1725.3,-7532.9,-11704.6,0.21,-3.65,1168.1,2020-03
4222.1,200.3,-694.2,-678.4,-678.4,1168.5,1168.5,3965.9,7581.0,22778.9,14509.6,2290.8,29140.6,8002.0,37764.9,-8624.3,29140.6,-678.1,-367.7,-380.1,-317.1,-380.1,-747.8,-8624.3,-12734.0,0.05,-3.38,1168.9,2020-06
6203.1,1543.1,641.1,392.6,392.6,1170.4,1179.1,4350.9,7806.4,22289.4,14375.5,2358.5,29374.5,7346.8,37173.9,-7799.4,29374.5,392.7,1490.7,-345.2,1020.3,-345.2,1145.5,-7799.4,-11948.7,0.25,-3.77,1173.3,2020-09
6749.4,1833.0,903.0,622.2,622.2,1175.0,1183.0,5028.1,8357.5,22307.8,14377.3,2333.5,29968.4,7883.9,37872.4,-7904.0,29968.4,622.2,1835.7,-324.2,1291.4,-324.2,1511.5,-7904.0,-12117.2,0.27,-3.79,1177.2,2020-12
6668.0,1852.3,933.5,659.4,659.4,1177.5,1184.8,3880.7,6979.5,22224.3,14159.9,2344.9,28371.7,6505.1,36020.0,-7648.3,28371.7,659.4,883.8,-323.7,1318.0,-323.7,560.1,-7648.3,-11751.5,0.28,-3.71,1177.9,2021-03
7496.5,2323.6,1403.0,1153.4,1153.4,1178.5,1186.2,4753.1,7931.7,22537.7,14216.6,2437.3,29476.8,7799.8,36271.1,-6794.3,29476.8,1154.1,1748.9,-337.8,1776.3,-337.8,1411.1,-6794.3,-10864.3,0.31,-4.34,1179.0,2021-06
8146.7,2382.2,1417.6,1764.4,1764.4,1179.4,1187.9,6455.7,9756.4,23064.8,14605.5,2453.3,31392.6,8151.4,36707.1,-5314.5,31392.6,1764.6,1520.7,-484.3,1795.5,-484.3,1036.4,-5314.5,-9341.7,0.29,-5.91,1180.0,2021-09
8050.4,2123.5,1130.0,815.9,815.9,1169.6,1176.6,3969.4,7255.1,23289.5,14601.4,2447.7,28833.9,8921.1,37284.2,-8450.3,28833.9,816.1,1870.9,-416.8,1516.4,-416.8,1454.1,-8450.3,-12428.5,0.26,-3.41,1151.6,2021-12
7635.6,1855.1,904.2,674.5,674.5,1149.2,1153.9,3913.4,7541.1,23483.0,14631.0,2392.2,29021.5,9104.3,37782.7,-8761.2,29021.5,675.0,161.9,-455.1,1295.5,-455.1,-293.2,-8761.2,-12662.0,0.24,-3.31,1146.9,2022-03
8150.1,2234.0,1255.4,912.9,912.9,1147.0,1151.0,3177.5,7067.5,23417.1,14445.3,2393.6,28156.2,8402.4,36815.1,-8658.9,28156.2,913.7,1264.8,-423.5,1646.7,-423.5,841.3,-8658.9,-12313.5,0.27,-3.25,1146.9,2022-06
8414.2,2158.5,1140.0,878.3,878.3,1147.3,1152.5,2818.4,7018.7,23625.4,14576.1,2353.9,27978.4,9151.8,36677.1,-8698.7,27978.4,878.6,1099.7,-545.9,1500.4,-545.9,553.8,-8698.7,-12138.1,0.26,-3.22,1147.9,2022-09
